"code_domaine_competence","domaine_competence","code_enjeu","enjeu","code_objectif","objectif","code_macro_competence","code_ogr_macro_competence","libelle_macro_competence","code_ogr_competence","libelle_competence"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","502686","Coordonner les équipes de surveillance des frontières"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","502801","Superviser une équipe de vente"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","502893","Encadrer une équipe de médiateurs numériques"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","503867","Superviser une équipe en magasin"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","504387","Superviser une équipe de techniciens en laboratoire dentaire"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","504505","Animer une équipe de vente"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","505168","Favoriser la collaboration entre les membres de l'équipe équestre"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","505363","Coordonner une équipe de secouristes"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","505955","Coordonner une équipe de designers"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506035","Coordonner les contributions des rédacteurs"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506137","Coordonner les mouvements de scène"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506156","Gérer des groupes en milieu naturel"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506562","Coordonner les équipes techniques et artistiques"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506810","Superviser une équipe dans le secteur social"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","506877","Superviser une équipe de lingères en établissement"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","507187","Gérer les communications entre les parties prenantes du projet"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","507461","Coordonner les équipes de création et de production"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","507727","Coordonner une équipe sur un projet de montage"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","508097","Superviser des bénévoles lors d'événements communautaires"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","508159","Superviser une équipe de techniciens en recyclage"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","508385","Coordonner les équipes créatives pour la production de contenu"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","508830","Superviser une équipe de techniciens en CND"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","509102","Gérer les interactions entre les différents techniciens du plateau"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","510946","Superviser une équipe de boulangers"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","511240","Présenter le centre de formation et son fonctionnement (accès, pauses, horaires, repas, etc.)"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","511326","Animer et encadrer les équipes (journalistes, rédacteurs, relecteurs, graphistes, gestionnaires de contenu en ligne ...)"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","511790","Coordonner la procédure de traitement des réclamations et des contentieux fiscaux"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512027","Coordonner et animer une équipe chargée de l'encadrement des élèves"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512105","Conduire des opérations d'armement"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512770","Accompagner les collaborateurs dans l'atteinte des objectifs"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512897","Conduire les entretiens individuels annuels et professionnels"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512937","Contrôler l'application du plan de travail"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512959","Coordonner une ou plusieurs équipes"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","512971","Déléguer les tâches en fonction des compétences et des responsabilités de chacun"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513006","Encadrer une équipe d'agent d'exploitation et de conducteurs"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513007","Encadrer une équipe d'agents de transit"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513042","Expliquer les attendus du chantier à ses collaborateurs (planning, budget...)"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513128","Manager les chefs d'équipes"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513174","Organiser le travail au sein des équipes des magasins ou sites de maintenance cycles"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513203","Planifier, organiser et réguler l'activité des enseignants en activité physique adaptée"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513394","S'assurer que la participation de chacun contribue aux résultats collectifs attendus"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513414","Suivre l'activité des collaborateurs du magasin cycles"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513544","Diriger et motiver des équipes de personnel militaire ou civil"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513708","Gérer les équipes de protection"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","513722","Superviser et encadrer des équipes de sécurité"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","516886","Coordonner les équipes de plongée pour des opérations spécifiques"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","517095","Gérer la communication entre les différentes équipes de travail"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","517099","Coordonner les équipes de manutentionnaires"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","518758","Accueillir et placer les commerçants et forains (abonnés et volants)"
"1","Management, Social, Soin","1B","Management","1B1","Animer un collectif","1B101","300440","Animer, coordonner une équipe","518761","Gérer les commerçants sédentaires occupant le domaine public"
