"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"22","Fabrication de produits en caoutchouc et en plastique","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse"
"22","Fabrication de produits en caoutchouc et en plastique","518746","H3204","Opérateur / Opératrice de production des matières plastiques et du caoutchouc"
"22","Fabrication de produits en caoutchouc et en plastique","518797","H3205","Technicien / Technicienne de production en matériaux composites"
"22","Fabrication de produits en caoutchouc et en plastique","298","H3302","Agent / Agente de conditionnement"
"23","Fabrication d'autres produits mineraux non metalliques","488793","B1102","Mosaïste d'art"
"23","Fabrication d'autres produits mineraux non metalliques","489159","B1103","Sculpteur / Sculptrice"
"23","Fabrication d'autres produits mineraux non metalliques","37","B1201","Céramiste"
"23","Fabrication d'autres produits mineraux non metalliques","172","F1612","Tailleur / Tailleuse de pierre"
"23","Fabrication d'autres produits mineraux non metalliques","489189","F1625","Monteur / Monteuse en agencement"
"23","Fabrication d'autres produits mineraux non metalliques","179","F1706","Agent / Agente de préfabrication de l'industrie du béton"
"23","Fabrication d'autres produits mineraux non metalliques","488276","H2302","Conducteur / Conductrice de procédé de fabrication en industrie pharmaceutique"
"23","Fabrication d'autres produits mineraux non metalliques","273","H2801","Agent / Agente de fabrication du verre"
"23","Fabrication d'autres produits mineraux non metalliques","274","H2802","Opérateur / Opératrice de fabrication en matériaux de construction"
"23","Fabrication d'autres produits mineraux non metalliques","275","H2803","Opérateur / Opératrice en Industrie Céramique"
"23","Fabrication d'autres produits mineraux non metalliques","277","H2805","Technicien / Technicienne de l'industrie du verre"
"23","Fabrication d'autres produits mineraux non metalliques","519604","H2806","Technicien / Technicienne fusion en industrie verrière"
"23","Fabrication d'autres produits mineraux non metalliques","519719","H2807","Bobineur / Bobineuse de fils et fibres de verre"
"23","Fabrication d'autres produits mineraux non metalliques","519728","H2808","Conducteur / Conductrice de presses en production transformation du verre"
"23","Fabrication d'autres produits mineraux non metalliques","519753","H2809","Opérateur / Opératrice de poste centralisé en cimenterie"
"23","Fabrication d'autres produits mineraux non metalliques","519759","H2810","Agent / Agente technique de centrale à enrobés"
"23","Fabrication d'autres produits mineraux non metalliques","520216","H2811","Plieur / Plieuse de verre plat"
"23","Fabrication d'autres produits mineraux non metalliques","285","H2908","Modeleur / Modeleuse"
"23","Fabrication d'autres produits mineraux non metalliques","302","H3403","Opérateur / Opératrice de traitement thermique"
"23","Fabrication d'autres produits mineraux non metalliques","518824","H3409","Polisseur / Polisseuse sur verre"
"24","Metallurgie","44","B1601","Métallier / Métallière d'art"
"24","Metallurgie","520416","B1617","Coutelier / Coutelière d'art"
"24","Metallurgie","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"24","Metallurgie","509384","H2509","Ingénieur / Ingénieure de fonderie ou de forge"
"24","Metallurgie","520128","H2516","Technicien / Technicienne de production du travail des métaux"
"24","Metallurgie","281","H2904","Forgeron industriel / Forgeronne industrielle"
"24","Metallurgie","284","H2907","Fondeur / Fondeuse en métallurgie"
"24","Metallurgie","287","H2910","Mouleur noyauteur / Mouleuse noyauteuse machine"
"24","Metallurgie","291","H2914","Tuyauteur / Tuyauteuse"
"24","Metallurgie","521037","H2922","Fondeur / Fondeuse en métaux précieux"
"24","Metallurgie","521030","H2924","Conducteur / Conductrice de ligne de production en industrie métallurgique"
"24","Metallurgie","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface"
"24","Metallurgie","518887","H3410","Galvanoplaste industriel / Galvanoplaste industrielle"
"24","Metallurgie","520907","H3411","Laqueur industriel / Laqueuse industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","40","B1303","Graveur / Graveuse d'art"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","44","B1601","Métallier / Métallière d'art"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","46","B1603","Opérateur / Opératrice en bijouterie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","404957","B1605","Bijoutier / Bijoutière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","404968","B1606","Joaillier / Joaillière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","404972","B1608","Orfèvre planeur / Orfèvre planeuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","404976","B1609","Responsable d'atelier en bijouterie ou joaillerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488744","B1613","Orfèvre"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489215","B1614","Monteur / Monteuse en orfèvrerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","520416","B1617","Coutelier / Coutelière d'art"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","167","F1607","Menuisier / Menuisière aluminium"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","403073","F1614","Poseur / Poseuse en fermetures de bâtiment"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","403081","F1616","Poseur / Poseuse de menuiseries extérieures"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","403082","F1617","Poseur / Poseuse de véranda"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","509906","H1238","Chef / Cheffe de projet conception industrielle en mécanique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","227","H1403","Gestionnaire de flux de production"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","228","H1404","Technicien / Technicienne méthodes"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","520086","H1408","Programmeur / Programmeuse en Conception de Fabrication Assistée par Ordinateur (CFAO)"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","520102","H1409","Ingénieur / Ingénieure soudage"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","234","H1506","Contrôleur / Contrôleuse technique en métallurgie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488278","H1508","Assureur / Assureuse qualité industrie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","519905","H1535","Technicien / Technicienne qualité produit et métrologie en mécanique et travail des métaux"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","263","H2502","Ingénieur / Ingénieure de production"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","264","H2503","Responsable d'îlot de production"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488315","H2507","Responsable de ligne de production industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","509384","H2509","Ingénieur / Ingénieure de fonderie ou de forge"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","520128","H2516","Technicien / Technicienne de production du travail des métaux"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","279","H2902","Chaudronnier / Chaudronnière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","280","H2903","Usineur / Usineuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","281","H2904","Forgeron industriel / Forgeronne industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","282","H2905","Cisailleur / Cisailleuse en métallurgie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","283","H2906","Opérateur / Opératrice en fabrication mécanique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","284","H2907","Fondeur / Fondeuse en métallurgie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","286","H2909","Assembleur monteur / Assembleuse monteuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","288","H2911","Métallier / Métallière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","289","H2912","Régleur / Régleuse d'équipements industriels"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","290","H2913","Soudeur / Soudeuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489024","H2915","Chef soudeur / Cheffe soudeuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489194","H2917","Soudeur / Soudeuse MIG MAG"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","519852","H2923","Ajusteur-régleur / Ajusteuse-régleuse de fabrication en instruments d'optique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","519874","H2925","Armurier / Armurière de fabrication"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","298","H3302","Agent / Agente de conditionnement"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","518259","H3308","Emballeur industriel / Emballeuse industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","301","H3402","Opérateur / Opératrice de traitement de surface"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","302","H3403","Opérateur / Opératrice de traitement thermique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","303","H3404","Peintre industriel / Peintre industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","518824","H3409","Polisseur / Polisseuse sur verre"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","518887","H3410","Galvanoplaste industriel / Galvanoplaste industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","520907","H3411","Laqueur industriel / Laqueuse industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488613","I1610","Responsable atelier carrosserie"
"26","Fabrication de produits informatiques, electroniques et optiques","47","B1604","Horloger / Horlogère"
"26","Fabrication de produits informatiques, electroniques et optiques","509929","B1616","Opérateur / Opératrice en horlogerie"
"26","Fabrication de produits informatiques, electroniques et optiques","519493","E1212","Restaurateur / Restauratrice numérique image"
"26","Fabrication de produits informatiques, electroniques et optiques","213","H1202","Dessinateur / Dessinatrice en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","220","H1209","Technicien / Technicienne en électricité et électronique études et développement"
"26","Fabrication de produits informatiques, electroniques et optiques","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"26","Fabrication de produits informatiques, electroniques et optiques","509358","H1227","Maquettiste en électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","510276","H1228","Chef de groupe projeteur / Cheffe de groupe projeteuse en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","509817","H1236","Dessinateur-projeteur / Dessinatrice-projeteuse en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","510028","H1239","Technicien / Technicienne bureau d'études écoconception"
"26","Fabrication de produits informatiques, electroniques et optiques","518200","H1245","Mécatronicien / Mécatronicienne"
"26","Fabrication de produits informatiques, electroniques et optiques","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"26","Fabrication de produits informatiques, electroniques et optiques","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"26","Fabrication de produits informatiques, electroniques et optiques","519929","H1407","Responsable méthodes-industrialisation"
"26","Fabrication de produits informatiques, electroniques et optiques","520241","H1410","Ingénieur / Ingénieure de gestion de la production"
"26","Fabrication de produits informatiques, electroniques et optiques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","488353","H1520","Ingénieur qualité / Ingénieure qualité"
"26","Fabrication de produits informatiques, electroniques et optiques","262","H2501","Chef / Cheffe d'atelier production électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","268","H2602","Câbleur / Câbleuse d'armoires"
"26","Fabrication de produits informatiques, electroniques et optiques","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique"
"26","Fabrication de produits informatiques, electroniques et optiques","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques"
"26","Fabrication de produits informatiques, electroniques et optiques","271","H2605","Monteur-câbleur / Monteuse-câbleuse"
"26","Fabrication de produits informatiques, electroniques et optiques","286","H2909","Assembleur monteur / Assembleuse monteuse"
"26","Fabrication de produits informatiques, electroniques et optiques","305","I1102","Ingénieur / Ingénieure de maintenance industrielle"
"26","Fabrication de produits informatiques, electroniques et optiques","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés"
"26","Fabrication de produits informatiques, electroniques et optiques","510142","I1334","Electronicien / Electronicienne de maintenance aéronautique"
"27","Fabrication d'equipements electriques","220","H1209","Technicien / Technicienne en électricité et électronique études et développement"
"27","Fabrication d'equipements electriques","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"27","Fabrication d'equipements electriques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"27","Fabrication d'equipements electriques","488276","H2302","Conducteur / Conductrice de procédé de fabrication en industrie pharmaceutique"
"27","Fabrication d'equipements electriques","262","H2501","Chef / Cheffe d'atelier production électricité-électronique"
"27","Fabrication d'equipements electriques","267","H2601","Bobinier / Bobinière en électricité"
"27","Fabrication d'equipements electriques","268","H2602","Câbleur / Câbleuse d'armoires"
"27","Fabrication d'equipements electriques","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique"
"27","Fabrication d'equipements electriques","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques"
"27","Fabrication d'equipements electriques","271","H2605","Monteur-câbleur / Monteuse-câbleuse"
"27","Fabrication d'equipements electriques","488763","H2606","Monteur-bobinier / Monteuse-bobinière en électricité"
"27","Fabrication d'equipements electriques","488920","H2607","Chef / Cheffe d'atelier de bobinage électrique"
"27","Fabrication d'equipements electriques","489222","H2608","Bobinier / Bobinière en matériels électroniques"
"27","Fabrication d'equipements electriques","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques"
"27","Fabrication d'equipements electriques","286","H2909","Assembleur monteur / Assembleuse monteuse"
"27","Fabrication d'equipements electriques","305","I1102","Ingénieur / Ingénieure de maintenance industrielle"
"27","Fabrication d'equipements electriques","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées"
"27","Fabrication d'equipements electriques","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés"
"27","Fabrication d'equipements electriques","488911","I1318","Instrumentiste Industriel / Industrielle"
"28","Fabrication de machines et equipements n.c.a.","488589","F1116","Ingénieur / Ingénieure démantèlement et assainissement"
"28","Fabrication de machines et equipements n.c.a.","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"28","Fabrication de machines et equipements n.c.a.","219","H1208","Automaticien / Automaticienne en bureau d'études"
"28","Fabrication de machines et equipements n.c.a.","509769","H1235","Technicien / Technicienne en conception industrielle en mécanique"
"28","Fabrication de machines et equipements n.c.a.","509906","H1238","Chef / Cheffe de projet conception industrielle en mécanique"
"28","Fabrication de machines et equipements n.c.a.","518200","H1245","Mécatronicien / Mécatronicienne"
"28","Fabrication de machines et equipements n.c.a.","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"28","Fabrication de machines et equipements n.c.a.","519929","H1407","Responsable méthodes-industrialisation"
"28","Fabrication de machines et equipements n.c.a.","520241","H1410","Ingénieur / Ingénieure de gestion de la production"
"28","Fabrication de machines et equipements n.c.a.","263","H2502","Ingénieur / Ingénieure de production"
"28","Fabrication de machines et equipements n.c.a.","264","H2503","Responsable d'îlot de production"
"28","Fabrication de machines et equipements n.c.a.","488315","H2507","Responsable de ligne de production industrielle"
"28","Fabrication de machines et equipements n.c.a.","509937","H2510","Directeur / Directrice de production industrielle"
"28","Fabrication de machines et equipements n.c.a.","520128","H2516","Technicien / Technicienne de production du travail des métaux"
"28","Fabrication de machines et equipements n.c.a.","268","H2602","Câbleur / Câbleuse d'armoires"
"28","Fabrication de machines et equipements n.c.a.","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"28","Fabrication de machines et equipements n.c.a.","279","H2902","Chaudronnier / Chaudronnière"
"28","Fabrication de machines et equipements n.c.a.","280","H2903","Usineur / Usineuse"
"28","Fabrication de machines et equipements n.c.a.","286","H2909","Assembleur monteur / Assembleuse monteuse"
"28","Fabrication de machines et equipements n.c.a.","290","H2913","Soudeur / Soudeuse"
"28","Fabrication de machines et equipements n.c.a.","489024","H2915","Chef soudeur / Cheffe soudeuse"
"28","Fabrication de machines et equipements n.c.a.","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"28","Fabrication de machines et equipements n.c.a.","489194","H2917","Soudeur / Soudeuse MIG MAG"
"28","Fabrication de machines et equipements n.c.a.","519062","H2920","Prototypiste en mécanique"
"28","Fabrication de machines et equipements n.c.a.","519852","H2923","Ajusteur-régleur / Ajusteuse-régleuse de fabrication en instruments d'optique"
"28","Fabrication de machines et equipements n.c.a.","518259","H3308","Emballeur industriel / Emballeuse industrielle"
"28","Fabrication de machines et equipements n.c.a.","305","I1102","Ingénieur / Ingénieure de maintenance industrielle"
"28","Fabrication de machines et equipements n.c.a.","510299","I1112","Chef / Cheffe d'atelier engins de levage et de manutention"
"28","Fabrication de machines et equipements n.c.a.","313","I1304","Technicien / Technicienne de maintenance industrielle"
"28","Fabrication de machines et equipements n.c.a.","315","I1306","Frigoriste"
"28","Fabrication de machines et equipements n.c.a.","319","I1310","Mécanicien / Mécanicienne de maintenance industrielle"
"28","Fabrication de machines et equipements n.c.a.","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle"
"28","Fabrication de machines et equipements n.c.a.","510453","I1326","Responsable d'équipe maintenance"
"28","Fabrication de machines et equipements n.c.a.","509662","I1327","Technicien / Technicienne de maintenance en matériel biomédical"
"28","Fabrication de machines et equipements n.c.a.","510403","I1330","Technicien / Technicienne d'installation de centrales téléphoniques"
"28","Fabrication de machines et equipements n.c.a.","509918","I1333","Chef / Cheffe d'équipe d'installation industrielle"
"28","Fabrication de machines et equipements n.c.a.","510212","I1335","Electromécanicien / Electromécanicienne d'équipements industriels"
"28","Fabrication de machines et equipements n.c.a.","518400","I1336","Technicien / Technicienne froid embarqué routier"
"29","Industrie automobile","518246","C1117","Courtier automobile / Courtière automobile"
"29","Industrie automobile","509809","D1430","Conseiller vendeur / Conseillère vendeuse de véhicules de loisirs"
"29","Industrie automobile","509685","F1628","Installateur / Installatrice de bornes de recharges électriques"
"29","Industrie automobile","211","H1102","Ingénieur / Ingénieure d'affaires en industrie"
"29","Industrie automobile","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"29","Industrie automobile","509769","H1235","Technicien / Technicienne en conception industrielle en mécanique"
"29","Industrie automobile","509906","H1238","Chef / Cheffe de projet conception industrielle en mécanique"
"29","Industrie automobile","518200","H1245","Mécatronicien / Mécatronicienne"
"29","Industrie automobile","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"29","Industrie automobile","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"29","Industrie automobile","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques"
"29","Industrie automobile","279","H2902","Chaudronnier / Chaudronnière"
"29","Industrie automobile","283","H2906","Opérateur / Opératrice en fabrication mécanique"
"29","Industrie automobile","286","H2909","Assembleur monteur / Assembleuse monteuse"
"29","Industrie automobile","290","H2913","Soudeur / Soudeuse"
"29","Industrie automobile","489024","H2915","Chef soudeur / Cheffe soudeuse"
"29","Industrie automobile","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"29","Industrie automobile","489194","H2917","Soudeur / Soudeuse MIG MAG"
"29","Industrie automobile","520869","H2921","Ouvrier / Ouvrière de montage en construction automobile"
"29","Industrie automobile","295","H3202","Monteur régleur / Monteuse régleuse en plasturgie"
"29","Industrie automobile","518746","H3204","Opérateur / Opératrice de production des matières plastiques et du caoutchouc"
"29","Industrie automobile","520907","H3411","Laqueur industriel / Laqueuse industrielle"
"29","Industrie automobile","330","I1606","Carrossier-peintre / Carrossière-peintre"
"29","Industrie automobile","489208","I1609","Peintre automobile"
"29","Industrie automobile","488613","I1610","Responsable atelier carrosserie"
"29","Industrie automobile","489079","I1611","Préparateur / Préparatrice de véhicules automobiles"
"29","Industrie automobile","488736","I1614","Préparateur / Préparatrice en peinture automobile"
"29","Industrie automobile","488870","I1619","Mécanicien / Mécanicienne cycles"
"29","Industrie automobile","510606","I1631","Opérateur / Opératrice de vérification des dispositifs embarqués Véhicules de Transports Routiers VTR"
"29","Industrie automobile","488725","K1724","Spécialiste en radioprotection au sein du Ministère des Armées"
"3","Peche et aquaculture","515384","A1314","Halieute"
"3","Peche et aquaculture","515387","A1316","Chargé / Chargée de conservation ex-situ"
"3","Peche et aquaculture","18","A1404","Aquaculteur / Aquacultrice"
"3","Peche et aquaculture","20","A1406","Capitaine de pêche"
"3","Peche et aquaculture","29","A1415","Marin-pêcheur"
"3","Peche et aquaculture","488709","A1424","Pisciculteur / Piscicultrice"
"3","Peche et aquaculture","488728","A1425","Ramendeur / Ramendeuse"
"3","Peche et aquaculture","488776","A1427","Goémonier / Goémonière"
"3","Peche et aquaculture","488903","A1428","Algoculteur / Algocultrice"
"3","Peche et aquaculture","489025","A1430","Ouvrier / Ouvrière aquacole"
"3","Peche et aquaculture","489063","A1431","Ouvrier / Ouvrière piscicole"
"3","Peche et aquaculture","509530","A1438","Pêcheur / Pêcheuse à pied"
"3","Peche et aquaculture","510171","A1445","Pêcheur sous-marin / Pêcheuse sous-marine"
"3","Peche et aquaculture","237","H2201","Assembleur / Assembleuse d'ouvrages en bois"
"3","Peche et aquaculture","323","I1502","Plongeur scaphandrier / Plongeuse scaphandrière"
"3","Peche et aquaculture","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles"
"3","Peche et aquaculture","519212","K2412","Chercheur / Chercheuse du monde aquatique"
"3","Peche et aquaculture","519207","K2418","Chercheur animalier / Chercheuse animalière"
"3","Peche et aquaculture","515461","N3118","Bosco de la navigation maritime"
"30","Fabrication d'autres materiels de transport","515384","A1314","Halieute"
"30","Fabrication d'autres materiels de transport","515454","B1815","Technicien voilier / Technicienne voilière"
"30","Fabrication d'autres materiels de transport","515444","D1441","Technico-commercial / Technico-commerciale de l'industrie et des services nautiques"
"30","Fabrication d'autres materiels de transport","515417","F1144","Architecte naval / Architecte navale"
"30","Fabrication d'autres materiels de transport","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"30","Fabrication d'autres materiels de transport","509693","H2213","Menuisier / Menuisière en construction nautique"
"30","Fabrication d'autres materiels de transport","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"30","Fabrication d'autres materiels de transport","279","H2902","Chaudronnier / Chaudronnière"
"30","Fabrication d'autres materiels de transport","285","H2908","Modeleur / Modeleuse"
"30","Fabrication d'autres materiels de transport","515446","H2919","Charpentier / Charpentière métallique en construction navale"
"30","Fabrication d'autres materiels de transport","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse"
"30","Fabrication d'autres materiels de transport","301","H3402","Opérateur / Opératrice de traitement de surface"
"30","Fabrication d'autres materiels de transport","302","H3403","Opérateur / Opératrice de traitement thermique"
"30","Fabrication d'autres materiels de transport","303","H3404","Peintre industriel / Peintre industrielle"
"30","Fabrication d'autres materiels de transport","519229","I1121","Ingénieur de maintenance / Ingénieure de maintenance"
"30","Fabrication d'autres materiels de transport","510142","I1334","Electronicien / Electronicienne de maintenance aéronautique"
"30","Fabrication d'autres materiels de transport","329","I1605","Mécanicien / Mécanicienne en mécanique marine ou navale"
"30","Fabrication d'autres materiels de transport","510463","I1630","Opérateur / Opératrice maintenance pneumatiques Véhicules Utilitaires et Industriels"
"30","Fabrication d'autres materiels de transport","510606","I1631","Opérateur / Opératrice de vérification des dispositifs embarqués Véhicules de Transports Routiers VTR"
"30","Fabrication d'autres materiels de transport","515399","I1633","Agent / Agente de maintenance nautique"
"30","Fabrication d'autres materiels de transport","515411","I1634","Accastilleur / Accastilleuse"
"30","Fabrication d'autres materiels de transport","488725","K1724","Spécialiste en radioprotection au sein du Ministère des Armées"
"31","Fabrication de meubles","39","B1302","Décorateur / Décoratrice d'objets d'art"
"31","Fabrication de meubles","509904","B1811","Sellier-garnisseur / Sellière-garnisseuse"
"31","Fabrication de meubles","489189","F1625","Monteur / Monteuse en agencement"
"31","Fabrication de meubles","237","H2201","Assembleur / Assembleuse d'ouvrages en bois"
"31","Fabrication de meubles","239","H2203","Conducteur / Conductrice de machines de fabrication de panneaux à base de bois"
"31","Fabrication de meubles","240","H2204","Agent / Agente d'encadrement en industrie du bois"
"31","Fabrication de meubles","242","H2206","Menuisier / Menuisière"
"31","Fabrication de meubles","243","H2207","Ebéniste"
"31","Fabrication de meubles","489038","H2210","Tonnelier / Tonnelière"
"31","Fabrication de meubles","488887","H2211","Opérateur / Opératrice de sciage bois"
"31","Fabrication de meubles","518231","H2219","Agent / Agente d'encadrement en ameublement"
"31","Fabrication de meubles","518348","H2220","Agent / Agente de montage en ameublement"
"31","Fabrication de meubles","488780","H2422","Tapissier industriel / Tapissière industrielle"
"32","Autres industries manufacturieres","40","B1303","Graveur / Graveuse d'art"
"32","Autres industries manufacturieres","41","B1401","Vannier / Vannière"
"32","Autres industries manufacturieres","510020","B1404","Canneur rempailleur / Canneuse rempailleuse"
"32","Autres industries manufacturieres","43","B1501","Facteur / Factrice d'instruments à clavier"
"32","Autres industries manufacturieres","509353","B1502","Facteur / Factrice d'instruments de musique anciens"
"32","Autres industries manufacturieres","509888","B1503","Facteur / Factrice d'instruments à vent"
"32","Autres industries manufacturieres","509773","B1504","Facteur / Factrice de percussions"
"32","Autres industries manufacturieres","509801","B1505","Luthier / Luthière"
"32","Autres industries manufacturieres","404957","B1605","Bijoutier / Bijoutière"
"32","Autres industries manufacturieres","404968","B1606","Joaillier / Joaillière"
"32","Autres industries manufacturieres","404969","B1607","Lapidaire - Diamantaire"
"32","Autres industries manufacturieres","404976","B1609","Responsable d'atelier en bijouterie ou joaillerie"
"32","Autres industries manufacturieres","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie"
"32","Autres industries manufacturieres","404978","B1611","Trieur / Trieuse de pierres et perles"
"32","Autres industries manufacturieres","404964","B1612","Concepteur / Conceptrice numérique en bijouterie joaillerie"
"32","Autres industries manufacturieres","488744","B1613","Orfèvre"
"32","Autres industries manufacturieres","489215","B1614","Monteur / Monteuse en orfèvrerie"
"32","Autres industries manufacturieres","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse"
"32","Autres industries manufacturieres","48","B1701","Taxidermiste"
"32","Autres industries manufacturieres","509566","B1702","Technicien / Technicienne en ostéologie-moulage"
"32","Autres industries manufacturieres","520875","B1816","Tisserand / Tisserande d'art"
"32","Autres industries manufacturieres","510439","E1126","Auteur / Auteure de jeux de société"
"32","Autres industries manufacturieres","518882","F1506","Ouvrier / Ouvrière de la construction modulaire hors-site"
"32","Autres industries manufacturieres","519120","H1243","Technicien / Technicienne en bioproduction"
"32","Autres industries manufacturieres","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)"
