"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"32","Autres industries manufacturieres","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"32","Autres industries manufacturieres","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"32","Autres industries manufacturieres","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)"
"32","Autres industries manufacturieres","519922","H1312","Inspecteur / Inspectrice de sites industriels"
"32","Autres industries manufacturieres","225","H1401","Responsable ordonnancement-lancement-planification en industrie"
"32","Autres industries manufacturieres","226","H1402","Ingénieur / Ingénieure méthodes et process"
"32","Autres industries manufacturieres","227","H1403","Gestionnaire de flux de production"
"32","Autres industries manufacturieres","228","H1404","Technicien / Technicienne méthodes"
"32","Autres industries manufacturieres","488297","H1405","Responsable supply chain en industrie"
"32","Autres industries manufacturieres","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"32","Autres industries manufacturieres","519929","H1407","Responsable méthodes-industrialisation"
"32","Autres industries manufacturieres","520086","H1408","Programmeur / Programmeuse en Conception de Fabrication Assistée par Ordinateur (CFAO)"
"32","Autres industries manufacturieres","520241","H1410","Ingénieur / Ingénieure de gestion de la production"
"32","Autres industries manufacturieres","230","H1502","Responsable qualité en industrie"
"32","Autres industries manufacturieres","231","H1503","Technicien / Technicienne de laboratoire d'analyse industrielle"
"32","Autres industries manufacturieres","237","H2201","Assembleur / Assembleuse d'ouvrages en bois"
"32","Autres industries manufacturieres","513850","H2214","Mérandier / Mérandière"
"32","Autres industries manufacturieres","513853","H2215","Caissier / Caissière de l'emballage industriel"
"32","Autres industries manufacturieres","518230","H2218","Responsable de production en industrie du bois"
"32","Autres industries manufacturieres","518348","H2220","Agent / Agente de montage en ameublement"
"32","Autres industries manufacturieres","263","H2502","Ingénieur / Ingénieure de production"
"32","Autres industries manufacturieres","264","H2503","Responsable d'îlot de production"
"32","Autres industries manufacturieres","265","H2504","Chef / Cheffe d'équipe en industrie"
"32","Autres industries manufacturieres","488315","H2507","Responsable de ligne de production industrielle"
"32","Autres industries manufacturieres","519941","H2514","Ingénieur / Ingénieure en génie des matériaux"
"32","Autres industries manufacturieres","513846","H2710","Technicien / Technicienne responsable d'installation hydrogène"
"32","Autres industries manufacturieres","280","H2903","Usineur / Usineuse"
"32","Autres industries manufacturieres","285","H2908","Modeleur / Modeleuse"
"32","Autres industries manufacturieres","289","H2912","Régleur / Régleuse d'équipements industriels"
"32","Autres industries manufacturieres","519852","H2923","Ajusteur-régleur / Ajusteuse-régleuse de fabrication en instruments d'optique"
"32","Autres industries manufacturieres","518259","H3308","Emballeur industriel / Emballeuse industrielle"
"32","Autres industries manufacturieres","520912","H3309","Préparateur / Préparatrice de mélange en industrie"
"32","Autres industries manufacturieres","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface"
"32","Autres industries manufacturieres","301","H3402","Opérateur / Opératrice de traitement de surface"
"32","Autres industries manufacturieres","303","H3404","Peintre industriel / Peintre industrielle"
"32","Autres industries manufacturieres","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie"
"32","Autres industries manufacturieres","404974","H3406","Opérateur / Opératrice en polissage de bijouterie ou d'orfèvrerie"
"32","Autres industries manufacturieres","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie"
"32","Autres industries manufacturieres","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie"
"32","Autres industries manufacturieres","518824","H3409","Polisseur / Polisseuse sur verre"
"32","Autres industries manufacturieres","520907","H3411","Laqueur industriel / Laqueuse industrielle"
"32","Autres industries manufacturieres","521031","I1212","Opérateur / Opératrice d'installation ou maintenance industrielle"
"32","Autres industries manufacturieres","313","I1304","Technicien / Technicienne de maintenance industrielle"
"32","Autres industries manufacturieres","518169","N4133","Conducteur / Conductrice de véhicule grumier"
"33","Reparation et installation de machines et d'equipements","515384","A1314","Halieute"
"33","Reparation et installation de machines et d'equipements","509904","B1811","Sellier-garnisseur / Sellière-garnisseuse"
"33","Reparation et installation de machines et d'equipements","515454","B1815","Technicien voilier / Technicienne voilière"
"33","Reparation et installation de machines et d'equipements","515444","D1441","Technico-commercial / Technico-commerciale de l'industrie et des services nautiques"
"33","Reparation et installation de machines et d'equipements","488589","F1116","Ingénieur / Ingénieure démantèlement et assainissement"
"33","Reparation et installation de machines et d'equipements","515417","F1144","Architecte naval / Architecte navale"
"33","Reparation et installation de machines et d'equipements","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"33","Reparation et installation de machines et d'equipements","488341","H1516","Expert / Experte métrologue"
"33","Reparation et installation de machines et d'equipements","510457","H1533","Ingénieur / Ingénieure CND END"
"33","Reparation et installation de machines et d'equipements","489024","H2915","Chef soudeur / Cheffe soudeuse"
"33","Reparation et installation de machines et d'equipements","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"33","Reparation et installation de machines et d'equipements","510025","H2918","Affûteur / Affûteuse d'outillage industriel"
"33","Reparation et installation de machines et d'equipements","515446","H2919","Charpentier / Charpentière métallique en construction navale"
"33","Reparation et installation de machines et d'equipements","305","I1102","Ingénieur / Ingénieure de maintenance industrielle"
"33","Reparation et installation de machines et d'equipements","509502","I1108","Chef / Cheffe d'atelier engins de chantier"
"33","Reparation et installation de machines et d'equipements","509779","I1110","Chef / Cheffe d'atelier machines agricoles"
"33","Reparation et installation de machines et d'equipements","510299","I1112","Chef / Cheffe d'atelier engins de levage et de manutention"
"33","Reparation et installation de machines et d'equipements","519229","I1121","Ingénieur de maintenance / Ingénieure de maintenance"
"33","Reparation et installation de machines et d'equipements","521031","I1212","Opérateur / Opératrice d'installation ou maintenance industrielle"
"33","Reparation et installation de machines et d'equipements","310","I1301","Ascensoriste"
"33","Reparation et installation de machines et d'equipements","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées"
"33","Reparation et installation de machines et d'equipements","312","I1303","Technicien / Technicienne de maintenance de distributeurs automatiques"
"33","Reparation et installation de machines et d'equipements","313","I1304","Technicien / Technicienne de maintenance industrielle"
"33","Reparation et installation de machines et d'equipements","314","I1305","Technicien / Technicienne installation et maintenance électronique"
"33","Reparation et installation de machines et d'equipements","315","I1306","Frigoriste"
"33","Reparation et installation de machines et d'equipements","317","I1308","Chauffagiste"
"33","Reparation et installation de machines et d'equipements","318","I1309","Electricien / Electricienne de maintenance"
"33","Reparation et installation de machines et d'equipements","319","I1310","Mécanicien / Mécanicienne de maintenance industrielle"
"33","Reparation et installation de machines et d'equipements","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle"
"33","Reparation et installation de machines et d'equipements","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC"
"33","Reparation et installation de machines et d'equipements","488911","I1318","Instrumentiste Industriel / Industrielle"
"33","Reparation et installation de machines et d'equipements","509403","I1323","Technicien / Technicienne de maintenance ferroviaire"
"33","Reparation et installation de machines et d'equipements","509409","I1324","Technicien / Technicienne d'installation d'équipements industriels"
"33","Reparation et installation de machines et d'equipements","509537","I1325","Technicien-cuisiniste / Technicienne-cuisiniste en cuisines professionnelles"
"33","Reparation et installation de machines et d'equipements","510453","I1326","Responsable d'équipe maintenance"
"33","Reparation et installation de machines et d'equipements","509662","I1327","Technicien / Technicienne de maintenance en matériel biomédical"
"33","Reparation et installation de machines et d'equipements","509704","I1329","Technicien / Technicienne d'exploitation et de maintenance des équipements audiovisuels"
"33","Reparation et installation de machines et d'equipements","509916","I1332","Chef / Cheffe d'atelier de maintenance industrielle"
"33","Reparation et installation de machines et d'equipements","509918","I1333","Chef / Cheffe d'équipe d'installation industrielle"
"33","Reparation et installation de machines et d'equipements","510212","I1335","Electromécanicien / Electromécanicienne d'équipements industriels"
"33","Reparation et installation de machines et d'equipements","518400","I1336","Technicien / Technicienne froid embarqué routier"
"33","Reparation et installation de machines et d'equipements","321","I1402","Technicien / Technicienne de maintenance en appareils électroménagers"
"33","Reparation et installation de machines et d'equipements","510406","I1410","Responsable Service Après-Vente -SAV- en électroménager"
"33","Reparation et installation de machines et d'equipements","323","I1502","Plongeur scaphandrier / Plongeuse scaphandrière"
