canonical_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids
CANS_0264fc4ce0f6,mix multi-track recordings,Compiler des enregistrements multipistes,edit and mix sound recordings | mix multi-tracking recording | mixing multi-track recordings | edit and mix multi-track recordings,,hard,autre_hard,ESCO,SKL_627ef64a8554
CANS_5380ed7b44b2,utilise computer-aided software engineering tools,utiliser des outils de génie logiciel assisté par ordinateur,utilise CASE tools for software design | utilize CASE tools for software design | utilize computer-aided software engineering tools | utilise CASE tools | use CASE tools,,hard,programmation,ESCO,SKL_138d3c16c190
CANS_fa4011180486,screen reader,lecteur d’écran,assistive technology for reading | text-to-speech software,logiciel de synthèse vocale | technologie d'assistance à la lecture,hard,autre_hard,ESCO,SKL_86420149ed27
CANS_b6a9e9b1843f,defence standard procedures,procédures normalisées de défense,defence protocols | defence standard processes | defence standard technical procedures | defence standard methods | defence standard guidelines,,hard,autre_hard,ESCO,SKL_362baba5cb5a
CANS_633be2764197,conduct impact evaluation of ICT processes on business,effectuer une évaluation de l’impact des processus de TIC sur une entreprise,evaluate ICT process impact | carry out ICT process impact evaluation,,hard,autre_hard,ESCO,SKL_23352a87e7bc
CANS_1cf9bb963ddd,apply 3D imaging techniques,appliquer des techniques d’imagerie 3D,create 3D vector graphics | apply curve modelling | apply digital scuplting | edit point clouds | implement 3D imaging techniques,,hard,autre_hard,ESCO,SKL_d5ad7b48e431
CANS_ec2a3b6a7dc7,manage alarm system,gérer un système d’alarme,alarm device | intrusion detection system,gérer des systèmes d’alarme | contrôler un système d’alarme | assurer la gestion d’un système d’alarme | gérer un système d’alarme précoce | administrer un système d’alarme,hard,autre_hard,ESCO,SKL_851ecd42bd1c
CANS_2e6f4a708e5f,follow work schedule,respecter un planning de travail,implement work schedule | respect work schedule | obey work schedule | follow work schedules | following work schedule,,hard,autre_hard,ESCO,SKL_fc4eb9b88609
CANS_074ca8dca42e,use spreadsheets software,utiliser un logiciel de tableur,Google Sheets | PlanMaker | Gnumeric | OxygenOffice Professional Calc | ResolverOne | ThinkFree Office Calc | CellPro | Simple Spreadsheet | Corel Calculate | MS Excel | wikiCalc | Calligra Sheets | QT Calc Express | Lotus 1-2-3 | Quantrix Modeler | Dolphinity Planner | Kingsoft Spreadsheet | Sheetster | Accel Spreadsheet | LibreOffice Calc | Microsoft Office Excel | use spreadsheets program | IBM Lotus Symphony Spreadsheets | Household Budget Worksheet | design spreadsheets | Myrtle | Ability Office Spreadsheet | DhtmlxSpreadsheet | OOo4Kids Calc | Lotus Improv | Sphygmic Software Spreadsheet | Zoho Sheet,,hard,donnees_bdd,ESCO,SKL_0dd7f35929a5
CANS_6172cca00a97,Java (computer programming),Java (programmation informatique),Java 2 | Java 2 enterprise edition | Java,Java Posse | Javax | Java,hard,langage_ou_techno_nommee,ESCO | ROME,SKL_9fc5ffd462ae | SKL_e53528c84a2e
CANS_615d3ca6d63d,maintain information network hardware,entretenir le matériel d’un réseau d’information,maintaining information network hardware | maintain network hardware | keep information network hardware in good condition | oversee information network hardware | keep up information network hardware,,hard,autre_hard,ESCO,SKL_9956fe48da2c
CANS_29293c136a08,use a complex communication system,utiliser un système de communication complexe,use complex communication systems | employ a complex communication system | using a complex communication system | utilize a complex communication system,,hard,autre_hard,ESCO,SKL_81f56340845e
CANS_fa1434ae1721,creatively use digital technologies,utiliser des technologies numériques de façon créative,use digital technologies for cognitive tasks | use digital technologies for process innovation | use digital technologies for product innovation | use digital technologies to resolve conceptual problems | use digital technologies for problem-solving in digital environments,,hard,autre_hard,ESCO,SKL_c89ab40dad70
CANS_51e64b35bded,develop information standards,élaborer des normes d’information,develop standards for information | develop standards for information management | develop norms for information management | settle information standards | set information standards | set norms for information management,,hard,developpement_conception,ESCO,SKL_3942868ffc76
CANS_2a8943b8408d,use data processing techniques,utiliser des techniques de traitement des données,use a data processing technique | apply data processing technique | make use of data processing techniques | utilize data processing techniques | gather and analyse data,,hard,donnees_bdd,ESCO,SKL_4f28193013fe
CANS_80e0eda75323,MDX,MDX,MultiDimensional eXpressions,,hard,developpement_conception,ESCO,SKL_07fed61b3215
CANS_e497367810ad,information architecture,architecture de l’information,data architecture | information system design,,hard,donnees_bdd,ESCO,SKL_59ede493c1cb
CANS_c377d823f4ff,principles of animation,principes d’animation,kinematics | body motion animation principles | character animation | body motion technique | body motion animation techniques,,hard,autre_hard,ESCO,SKL_6ddd4cf3a709
CANS_ea314a4d3b4b,forecast organisational risks,prévoir des risques opérationnels,forecasting organisational risks | foresee organisational risks | forecast organizational risks | forecast organisational risk | predict organisational risks,,hard,autre_hard,ESCO,SKL_f4d0cefc6a44
CANS_f59c3d991e9f,cloud security and compliance,sécurité et conformité du nuage,cloud safety and compliance | cloud safety | cloud security | cloud compliance,,hard,donnees_bdd,ESCO,SKL_fa6cd7a6ceb9
CANS_e469a84c098d,run a projection,lancer une projection,project images | operate a projector and it's sources | run a digital projection | operate projection equipment,,hard,autre_hard,ESCO,SKL_a86eac762084
CANS_8d21d58d01c8,microwave principles,principes des micro-ondes,principles of microwave energy transmission,,hard,autre_hard,ESCO,SKL_96134f8f1812
CANS_97128861337f,battery management systems,système de gestion de la batterie,battery control systems | battery monitoring systems,systèmes de surveillance de batterie | systèmes de surveillance des batteries | systèmes de contrôle de batterie,hard,autre_hard,ESCO,SKL_47511c703fca
CANS_bfe07654ae59,OWASP ZAP,OWASP ZAP,OWASP Zed | OWASP Zed Attack Proxy,,hard,developpement_conception,ESCO,SKL_75fa31fda74f
CANS_effe2cb4d41e,solution deployment,déploiement de solutions,implementation of solutions | software solution deployment,,hard,donnees_bdd,ESCO,SKL_9ce640be2540
CANS_bdbaad20a965,ensure compliance with legal requirements,assurer le respect des exigences légales,ensure compliance with legislative regulations,assurer le respect des prescriptions légales | assurer le respect des règles légales | assurer la conformité aux exigences légales | garantir le respect des exigences légales | veiller au respect des exigences légales | respecter les exigences légales,hard,autre_hard,ESCO,SKL_36887aac680b
CANS_499e669f4697,perform risk analysis,effectuer une analyse de risque,perform a risk analysis | risk analysis performance | implement risk analysis | finish risk analysis | performing a risk analysis | complete risk analysis | undertake risk analysis,,hard,autre_hard,ESCO,SKL_1d913cbdf27e
CANS_3ede7467505e,Drupal,Drupal,Drupal web platform | Drupal CMS | Drupal content management system,,hard,developpement_conception,ESCO | ONET,SKL_5d765b95544c | SKL_90e1825353a2
CANS_fa99c33be64f,interpret current data,interpréter des données actuelles,examine current data,,hard,developpement_conception,ESCO,SKL_2246c5ebfabc
CANS_ae6c46283dd6,manage changes in ICT system,gérer les changements dans un système de TIC,ICT system upgrade,anticiper les changements dans un système d’information et de communication | gérer les changements dans un système | gérer les changements dans un système informatisé | mettre à niveau un système d’information et de communication | gérer les changements dans un système informatique | faire face aux changements dans un système d’information et de communication,hard,autre_hard,ESCO,SKL_f777a42c8a7a
CANS_8a20b8554c89,safeguard artistic quality of performance,préserver la qualité artistique d’un spectacle,safeguard quality of artistic performance | observe the show and maintain the artistic quality | watch the show and ensure artistic quality | safeguard the performances' artistic quality,,hard,developpement_conception,ESCO,SKL_263cd844d73a
CANS_7872cf354817,identify blockchain innovation opportunities,recenser les possibilités d’innovation liées à la technologie de la blockchain,use blockchain to drive innovation | analyse blockchain-based business innovation,utiliser la blockchain pour stimuler l'innovation,hard,autre_hard,ESCO,SKL_20a60ab6f508
CANS_521de1ce2934,lead a team,diriger une équipe,leading a team | direct a team | lead teams | supervise a group of people,,hard,autre_hard,ESCO,SKL_ea666a1315e9
CANS_be59ab3968e1,check methods,méthodes d’investigation,checking methods | check method | investigation techniques | investigation approaches,,hard,autre_hard,ESCO,SKL_7e07fb258726
CANS_22dc29c560b2,Angular,Angular,Angular related algorithms | testing in Angular | programming paradigms in Angular | coding in Angular | Angular techniques and principles,,hard,langage_ou_techno_nommee,ESCO,SKL_22a187393619
CANS_008dfa948541,compose digital game story,écrire l’histoire d’un jeu numérique,write digital game story,raconter l’histoire d’un jeu vidéo | écrire le récit d’un jeu numérique | rédiger l’histoire d’un jeu vidéo | concevoir l’histoire d’un jeu vidéo | créer l’histoire d’un jeu vidéo | écrire l’histoire d’un jeu vidéo,hard,autre_hard,ESCO,SKL_e08d0e304efc
CANS_0b5bd6b06fc1,engineering principles,principes d’ingénierie,engineering fieldwork principles | engineering work principles | engineering research principles | engineering principle | engineering analysis principles | engineering application principles | engineering studies principles,,hard,autre_hard,ESCO,SKL_42c8f4b09db4
CANS_f23a588d9210,interact professionally in research and professional environments,Interagir professionnellement dans des environnements de recherche et professionnels,give feedback in a professional setting | interact appropriately in research and professional spheres | receive feedback in a professional setting | interact considerately in research and professional spheres | show collegiality in research and professional environments,,hard,autre_hard,ESCO,SKL_a1c8e261b079
CANS_f67c90e0276e,set up sound equipment,mettre en place un équipement sonore,set up sound gear | set up sound apparatus | set up sound devices | set up sound instruments | setting up sound equipment,,hard,autre_hard,ESCO,SKL_a6ec38a87c43
CANS_70fcc745b04f,keep up with the latest information systems solutions,suivre les évolutions en matière de solutions de systèmes d’information,keep up with the latest information systems,suivre les solutions les plus modernes en systèmes d’information | rester au fait des dernières solutions en systèmes d’information | être au courant des dernières solutions en systèmes d’information | s’informer des dernières solutions en systèmes d’information | suivre les nouvelles solutions en systèmes d’information,hard,developpement_conception,ESCO,SKL_d4b8526448d7
CANS_877794eb88e8,design computer network,concevoir un réseau informatique,design LAN | design wide area network | design WAN | design local area network,,hard,developpement_conception,ESCO,SKL_008e59920331
CANS_0db736549472,cryptocurrency,cryptomonnaie,crypto | digital currency,monnaie électronique (actif numérique) | monnaie numérique | crypto,hard,autre_hard,ESCO,SKL_5659d789c9de
CANS_f504434726ef,embedded systems,systèmes embarqués,embedded systems software architectures | embedded software,systèmes informatiques embarqués | systèmes électroniques et informatiques | architecture logicielle des systèmes intégrés | système embarqué | systèmes électroniques et informatiques autonomes | systèmes intégrés,hard,autre_hard,ESCO,SKL_1d9be898b4cf
CANS_93bc6a3006ca,manage budgets,gérer les budgets,budget set costs | approximate set costs | estimate set costs | manage operation budgets | oversee operational budgets | handle operational budgets | maintain operational budgets | manage operational budget,coûts fixés dans le budget | superviser les budgets opérationnels | gérer les budgets opérationnels | gérer les budgets d'exploitation | budget fixé des coûts | gérer le budget opérationnel,hard,autre_hard,ESCO,SKL_15d6003a68bc
