unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,isco_code,occupation_type,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
UOCC_486e72c94adb,ICT capacity planner,responsable de la planification de la capacité informatique,ICT capacity planners | IT capacity planner | ICT capability manager | IT capability planner | ICT performance manager,planificatrice de la capacité TIC | planificateur de la capacité informatique | responsable de la planification de la capacité en TIC | planificateur de la capacité TIC | planificatrice de la capacité informatique | planificateur de la capacité en TIC | responsable de la planification de la capacité en technologies de l'information et de la communication | planificatrice de la capacité en TIC,2523,unified_occupation,ESCO,OCC_e1b1773585de,,,,"ICT capacity planners ensure that the capacity of ICT services and ICT infrastructure is able to deliver agreed service level targets in a cost effective and timely manner. They also consider all resources required to deliver the appropriate ICT service, and plan for short, medium, and long term business requirements.",source
UOCC_7b5b9fbb1ccc,ICT application configurator,configurateur d’applications/configuratrice d’applications,app configurator | software application configurator | application configurators | application software configurator,configuratrice de logiciels | configurateur logiciel | configurateur de logiciels | configuratrice logiciel | responsable de la configuration d'applications | configuratrice | configurateur applications | configurateur | configuratrice d'applications | configuratrice applications | configurateur d'applications,2514,unified_occupation,ESCO,OCC_e1899e09057e,,,,"ICT application configurators identify, record, and maintain user-specific application configurations based upon user requirements and business rules. They configure generic software systems in order to create a specific version applied to an organisation's context. These configurations range from adjusting basic parameters through the creation of business rules and roles in the ICT system to developing specific modules (including the configuration of Commercial off-the-shelf systems (COTS). They also document configurations, perform configuration updates, and ensure the configurations are correctly implemented in the application.",source
UOCC_d4aa3c5e96fa,performance rental technician,technicien matériel de location/technicienne matériel de location,load cell hire technician | equipment hire technician | rental equipment performance technician | lighting hire equipment technician | venue technician (rental equipment) | rental equipment performance engineer | equipment technician | performance rental engineer | sound equipment hire technician | special effects hire equipment technician | weight report technician | performance rental monitor | venue performance monitor,technicienne matériel de location | technicien matériel de location,3521,unified_occupation,ESCO,OCC_2fff9f5f7342,,,,"Performance rental technicians prepare, maintain, issue, transport, set‐up, program, operate, take in, check, clean and store audiovisual, performance and event equipment. Their work is based on plans, instructions and order forms.",source
UOCC_d76b01563957,ICT business analysis manager,responsable de l’analyse commerciale des technologies de l’information et de la communication,IT business analysis manager | IT commercial analysis manager | IT business analysis director | ICT business analysis managers | lead IT business analyst | ICT commercial analysis manager,responsable de l'analyse commerciale des TIC | responsable de l'analyse commerciale de la technologie de l'information et de la communication | responsable de l'analyse commerciale TIC | responsable de l'analyse métier technologies de l'information et de la communication,2511,unified_occupation,ESCO,OCC_697bbd77a746,,,,ICT business analysis managers identify areas where information system changes are needed to support business plans and monitor the impact in terms of change management. They contribute to the general ICT functional requirements of the business organisation. ICT business analysis managers analyse business needs and translate them into ICT solutions.,source
UOCC_303392f49891,boom operator,perchiste,TV boom operator | shotgun microphone operator | production sound mixer assistant | shotgun operator | boom holder | sound equipment technician | film boom operator | tape operator | fishpole operator,perchwoman | perchman | opérateur du son,3521,unified_occupation,ESCO,OCC_a0619cde9492,Q373709,https://www.wikidata.org/wiki/Q373709,profession for microphone pole placement,"Boom operators set up and operate the boom microphone, either by hand, on an arm or on a moving platform. They make sure that every microphone is correctly stationed on set and in the best position to capture the dialogues. Boom operators are also responsible for the microphones on the actors clothing.",source
UOCC_e4fd4beb5428,ICT accessibility tester,testeur d’accessibilité/testeuse d’accessibilité,accessibility testers | usability tester | accessibility test specialist,évaluateur d'accessibilité | testeur accessibilité | évaluatrice d'accessibilité | testeuse d'accessibilité | testeur de la facilité d'accès | testeuse en accessibilité | testeuse de la facilité d'accès | testeuse accessibilité | testeur en accessibilité | testeur d'accessibilité,2519,unified_occupation,ESCO,OCC_3e265a77afe1,,,,"ICT accessibility testers evaluate websites, software applications, systems or user interface components with regards to friendliness, operability of the navigation and visibility to all types of users, especially including those with special needs or disabilities.",source
UOCC_af848a790f95,ICT system tester,testeur de systèmes informatiques/testeuse de systèmes informatiques,IT system tester | ICT systems tester | systems tester | ICT systems test engineer | ICT systems testers,testeuse TIC | testeur de systèmes de technologies de l'information et de la communication | testeuse en TIC | testeuse de systèmes informatiques | testeur de systèmes TIC | testeuse de systèmes de technologies de l'information et de la communication | testeuse de systèmes TIC | testeur en TIC | testeur TIC | testeur de systèmes informatiques,2519,unified_occupation,ESCO,OCC_b46ed0bc22d0,,,,ICT system testers perform testing activities and some test planning activities. They may also debug and repair ICT systems and components although this mainly corresponds to designers and developers. They ensure that all systems and components function properly before delivering them to internal and external clients.,source
UOCC_8cf52beff2ef,embedded systems software developer,développeur de logiciels pour systèmes informatiques intégrés/développeuse de logiciels pour systèmes informatiques intégrés,embedded systems software developers | embedded software developerl embedded systems engineer | embedded systems designer | embedded system software programmer | embedded software programmer | embedded system software developer,conceptrice de logiciels pour systèmes incorporé | développeuse de logiciels pour systèmes informatiques intégrés | concepteur de logiciels systèmes emboîtés | concepteur de logiciels pour systèmes informatiques intégrés à l'équipement | conceptrice de logiciels pour systèmes informatiques intégrés à l'équipement | développeur de logiciels pour systèmes informatiques intégrés | conceptrice de logiciels pour systèmes imbriqués | concepteur de logiciels pour systèmes incorporés | conceptrice de logiciels systèmes emboîtés | concepteur de logiciels pour systèmes imbriqués,2514,unified_occupation,ESCO,OCC_47055aec8572,,,,"Embedded systems software developers program, implement, document and maintain software to be run on an embedded system.",source
UOCC_0a329edb7396,aviation data communications manager,responsable communications de données aéronautiques,aviation data communications officer | aviation data communications contractor | data communications manager in aviation | aviation data communications consultant | aviation data communications specialist | aviation sector data manager,,3513,unified_occupation,ESCO,OCC_8d3f855bfe60,,,,"Aviation data communications managers perform the planning, implementation and maintenance of data transmission networks. They support data processing systems linking participant user agencies to central computers.",source
UOCC_894c6cbd9672,ICT usability tester,testeur d’utilisabilité/testeuse d’utilisabilité,usability developer | usability specialist | usability testers | user-friendliness tester,testeur utilisabilité | testeur en utilisabilité | testeuse de la facilité d'utilisation | évaluateur d'utilisabilité | testeuse d'utilisabilité | testeur d'utilisabilité | testeuse utilisabilité | évaluatrice d'utilisabilité | testeur de la facilité d'utilisation | testeuse en utilisabilité,2519,unified_occupation,ESCO,OCC_59802a0ba34e,,,,"ICT usability testers ensure compliance with requirements and strive for optimal usability within the software engineering cycle phases (analysis, design, implementation, and deployment). They also work closely with users (analysts) to research for and document user profiles, analyse tasks, workflows, and user scenarios.",source
UOCC_2be64e15eb8f,ICT documentation manager,responsable de la documentation informatique,documentation manager | ICT documentation managers | technical communication manager | IT documentation manager,responsable de la documentation TIC | responsable de la documentation sur les technologies de l'information et de la communication | responsable des documents sur les technologies de l'information et de la communication | responsable des documents TIC | responsable des documents informatiques,1330,unified_occupation,ESCO,OCC_54342b02bcc0,,,,"ICT documentation managers are in charge of managing the documentation development process in accordance with legal requirements, standards, organisational policies and goals. They schedule, control and direct the resources, people, funding and facilities of the documentation department (including establishing budgets and timelines, risk analysis and quality management). They also develop documentation standards, structuring methods and media concepts to effectively communicate product concepts and usage.",source
