unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
USKL_1bc979219df7,ICT architectural frameworks,cadres d'architecture TIC,ICT architectural structure | ICT architectural requirements | ICT architectural framework,cadres d’architecture en technologies de l'information et de la communication,hard,programming_languages,ESCO,SKL_1f31dc507700,,,,The set of requirements that describe an information system's architecture.,source
USKL_effad228188c,Digitization,numérisation,digitization | digital enablement,habilitation numérique,hard,knowledge_general,ESCO | LIGHTCAST,SKL_12fcd896a282 | SKL_9dbba8804662,,,,The process of transforming an object from its analogical form to a digital format. It creates a digital representation of the object without making in-kind changes to it.,source
USKL_8c61a237e207,secure sensitive customer's information,sécuriser les informations confidentielles de clients,maintain sensitive customer's information | look after sensitive customer's information | secure a sensitive customer's information | securing sensitive customer's information | keep safe sensitive customer's information | protect sensitive customer's information | securing a sensitive customer's information,,hard,security,ESCO,SKL_c3e053b207ff,,,,Select and apply security measures and regulations related to sensitive customer information with the aim of protecting their privacy.,source
USKL_96b18c8c820d,collect customer feedback on applications,recueillir les commentaires des clients sur des applications,analyse business objectives and customer interests,recueillir les réactions des clients sur des applications | recueillir le feedback des clients sur des applications | recueillir les remarques des clients sur des applications | recueillir les retours des clients sur des applications | analyser les intérêts du consommateur | recueillir l’opinion des clients sur des applications | recueillir les avis des clients sur des applications,hard,programming_languages,ESCO,SKL_f9a3c3ad2595,,,,Gather a response and analyse data from customers to identify requests or problems in order to improve applications and overall customer satisfaction.,source
USKL_b8b00564a6d6,ICT problem management techniques,Techniques de résolution de problèmes,ICT problem management procedures | ICT problem management strategies | ICT problem management procedure | ICT problem management processes | ICT problem management methods | types of ICT problem management techniques,techniques de résolution de problèmes,hard,other_hard,ESCO | ROME,SKL_3c1c97314648 | SKL_9857b6fb5d78,,,,The techniques related to identifying the solutions of the root cause of ICT incidents.,source
USKL_998bee2d33b0,develop information security strategy,développer une stratégie de sécurité de l’information,define information security approach | define information security strategy,,hard,security,ESCO,SKL_42b850072160,,,,"Create company strategy related to the safety and security of information in order to maximise information integrity, availability and data privacy.",source
USKL_0ce5a962521a,sustainable technologies,technologies durables,alternative energy | clean energy | green technologies,énergies alternatives | technologies vertes | énergie alternative | énergie propre,hard,knowledge_general,ESCO,SKL_72d077beb76d,,,,"Technologies with the aim of reducing environmental and ecological risks, achieving at the same time, a positive economic, social, and environmental impact. They are innovative technologies designed to prevent, reduce and recover from the negative impact of humanity in the planet.",source
USKL_78603b0f9e46,implement ICT risk management,mettre en œuvre la gestion des risques des TIC,,,hard,it_management,ESCO,SKL_ae7e75a47fef,,,,"Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy.",source
USKL_e05f40e74f8a,maintain plan for continuity of operations,gérer un plan de continuité des opérations,maintain a systematic plan of methods for business continuity,,hard,other_hard,ESCO,SKL_e165ed88641f,,,,"Update methodology which contains steps to ensure that facilities of an organisation are able to continue operating, in case of broad range of unforeseen events.",source
USKL_f840492c3434,ICT security legislation,législation sur la sécurité des TIC,cyber-security regulation | network and information security legislation | ICT law | legal aspects of computing,législation relative à la sécurité des TIC | législation en matière de cybersécurité | aspects juridiques de l’informatique | droit des TIC | législation en matière de sécurité des réseaux et de l’information | lois relatives à la sécurité des TIC,hard,security,ESCO,SKL_f8cdff52e6ee,,,,"The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption.",source
USKL_02e7afc0a7df,develop digital educational materials,concevoir du matériel pédagogique numérique,develop instructional material for educators | develop instructional material | develop educational materials | develop educational resources | develop digitized educational materials | develop instructional material for education,concevoir du matériel numérique | concevoir des outils pédagogiques numériques | concevoir du matériel numérique didactique | concevoir du matériel pédagogique sur support numérique | développer des ressources éducatives | concevoir du matériel pédagogique pour éducateurs,hard,programming_languages,ESCO,SKL_34c0f135138b,,,,"Create resources and instructional materials (e-learning, educational video and audio material, educational prezi) using digital technologies to transfer insight and awareness in order to improve learners’ expertise.",source
USKL_206a0dbaa55b,develop audit plan,élaborer un plan d’audit,implement audit plans | design audit plans | specify audit plans | draft audit plans,,hard,programming_languages,ESCO,SKL_7c72a040d0cb,,,,"Define all organisational tasks (time, place and order) and develop a checklist concerning the topics to be audited.",source
USKL_6b9d7c433810,C#,C#,C Sharp | C# (Programming Language),,hard,programming_languages,ESCO | KAGGLE | LIGHTCAST | ONET,SKL_285b5da094a5 | SKL_a18d696163d5 | SKL_d614b543284b | SKL_f6f390848b58,Q110857100,https://www.wikidata.org/wiki/Q110857100,Discord server focused on C#,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in C#.",source
USKL_4d75687496b4,electronics principles,fonctionnement des appareils électroniques,electronic principles,fonctionnement des dispositifs électroniques | principes d’utilisation des appareils électroniques | théorie des appareils électroniques | fonctionnement des équipements électroniques | caractéristiques des appareils électroniques | principes des appareils électroniques,hard,hardware_embedded,ESCO,SKL_3b734a41feb7,,,,"The study of electric energy, more specifically electron, control and its prominent principles regarding integrated circuits and electrical systems.",source
USKL_3fdd26c3e51a,Internet of Things,Internet des objets,Information appliances | IoT | smart devices | Pervasive systems | Ubiquitous computing | internet of things | internet of thing (iot) | internet of things (iot) | iot | Internet Of Things (IoT),dispositifs intelligents | l’Internet des objets | environnement pervasif | IdO | web des objets | informatique ubiquitaire,hard,emerging_tech,CSO | ESCO | KAGGLE | LIGHTCAST,SKL_15d5e226c92f | SKL_7f32282ab53a | SKL_d67dfc4ee39e | SKL_e683c28aa53d,,,,"The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity).",source
USKL_f29d26fe8542,DB2,DB2,DB2 Connect | DB2 for i | IBM DB2 | IBM DB2 database software | DB2 for z/OS | DB2 database software | DB2 on Cloud,,hard,data_databases,ESCO,SKL_c993c6aecf8e,Q431195,https://www.wikidata.org/wiki/Q431195,relational model database server,"The computer program IBM DB2 is a tool for creating, updating and managing databases, developed by the software company IBM.",source
USKL_ed3c6c0d7edb,manage findable accessible interoperable and reusable data,gérer des données interopérables et réutilisables faciles à trouver et accessibles,ensure data availability | ensure data reusability | support data reuse in research | ensure corrected data storing,,hard,other_hard,ESCO,SKL_dc4c59fd5c78,,,,"Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary.",source
